DATE,High,Low,Open,Close
08/04/1993,25.13581857,24.88887017,25.13581857,24.9947052
12/04/1993,25.36513521,25.20638262,25.24166098,25.34749603
13/04/1993,25.48860748,25.31221573,25.32985491,25.40041161
14/04/1993,25.43568998,25.34749411,25.41805081,25.36513329
15/04/1993,25.41805081,25.25929824,25.34749411,25.36513329
16/04/1993,25.41805081,25.32985494,25.38277246,25.36513329
19/04/1993,25.43569583,25.24166487,25.36513912,25.25930405
20/04/1993,25.25930801,24.97708111,25.22402965,25.13583374
21/04/1993,25.18875322,25.04763976,25.18875322,25.11819649
22/04/1993,25.22402618,24.80068588,25.01235603,24.80068588
23/04/1993,24.81832134,24.65956875,24.74776464,24.69484711
26/04/1993,24.80068814,24.43026534,24.71249224,24.50082207
27/04/1993,24.76540756,24.46554152,24.46554152,24.76540756
28/04/1993,24.78304106,24.67720601,24.73012353,24.71248436
29/04/1993,24.81831551,24.62428461,24.76539799,24.81831551
30/04/1993,24.9947168,24.85360336,24.9065209,24.85360336
03/05/1993,25.01235962,24.78305026,24.88888535,25.01235962
04/05/1993,25.18875133,25.02999869,25.06527706,25.10055542
05/05/1993,25.2592984,25.10054582,25.10054582,25.17110252
06/05/1993,25.1534596,25.06526374,25.13582043,25.08290291
07/05/1993,25.10054212,24.99470708,25.10054212,25.02998543
10/05/1993,25.22401629,25.06526374,25.06526374,25.08290291
11/05/1993,25.18873978,25.01234804,25.08290474,25.18873978
12/05/1993,25.17110445,25.08290857,25.08290857,25.15346527
13/05/1993,25.04763433,24.83596418,25.04763433,24.85360336
14/05/1993,24.92414479,24.81830978,24.85358811,24.83594894
17/05/1993,24.92416382,24.80068955,24.90652464,24.92416382
18/05/1993,24.95943265,24.81831925,24.94179347,24.90651512
19/05/1993,25.41805077,24.74776213,24.9065147,25.41805077
20/05/1993,25.48862839,25.36515406,25.41807163,25.48862839
21/05/1993,25.54153091,25.24166487,25.50625255,25.25930405
24/05/1993,25.45332916,25.31221576,25.31221576,25.36513329
25/05/1993,25.47096829,25.41805077,25.47096829,25.41805077
26/05/1993,25.75320055,25.47097369,25.48861287,25.73556137
27/05/1993,25.77084174,25.61208912,25.77084174,25.64736748
28/05/1993,25.62973993,25.40043049,25.62973993,25.5239048
01/06/1993,25.85903176,25.57680494,25.61208329,25.77083588
02/06/1993,25.82375726,25.59444794,25.70028301,25.73556137
03/06/1993,25.68264584,25.59444994,25.68264584,25.64736748
04/06/1993,25.57679559,25.4533214,25.57679559,25.55915642
07/06/1993,25.61208356,25.47097015,25.61208356,25.47097015
08/06/1993,25.40042709,25.24167442,25.40042709,25.24167442
09/06/1993,25.43569193,25.29457852,25.32985687,25.32985687
10/06/1993,25.36513521,25.25930015,25.31221768,25.34749603
11/06/1993,25.48860553,25.34749214,25.43568801,25.45332718
14/06/1993,25.50624664,25.41805077,25.48860746,25.41805077
15/06/1993,25.47096833,25.36513329,25.45332916,25.36513329
16/06/1993,25.41805077,25.29457654,25.36513324,25.41805077
17/06/1993,25.5062561,25.4180602,25.47097774,25.5062561
18/06/1993,25.49161929,25.29621315,25.49161929,25.29621315
21/06/1993,25.36726676,25.31397418,25.36726676,25.34950256
22/06/1993,25.38502608,25.33173351,25.38502608,25.36726189
23/06/1993,25.3672622,25.13632774,25.3672622,25.13632774
24/06/1993,25.47385216,25.20738927,25.20738927,25.47385216
25/06/1993,25.52713814,25.4383172,25.45608139,25.45608139
28/06/1993,25.74031448,25.54490837,25.58043675,25.74031448
29/06/1993,25.70478776,25.58043841,25.70478776,25.6159668
30/06/1993,25.70478776,25.58043841,25.65149518,25.6159668
01/07/1993,25.65148985,25.50937633,25.65148985,25.54490471
02/07/1993,25.47384683,25.31396913,25.45608264,25.40279007
06/07/1993,25.43831896,25.10079937,25.3672622,25.13632774
07/07/1993,25.24292777,25.11857837,25.11857837,25.20739937
08/07/1993,25.54490405,25.18962026,25.22514864,25.49161148
09/07/1993,25.56267548,25.43832612,25.4916187,25.56267548
12/07/1993,25.5626689,25.49161214,25.52714052,25.54490471
13/07/1993,25.63371905,25.38502046,25.56266231,25.52713394
14/07/1993,25.68702357,25.52714583,25.54491002,25.6159668
15/07/1993,25.59820513,25.45609157,25.59820513,25.50938416
16/07/1993,25.54490338,25.40278988,25.5271392,25.43831825
19/07/1993,25.43830976,25.34948885,25.43830976,25.42054558
20/07/1993,25.49161148,25.27844121,25.40279053,25.49161148
21/07/1993,25.47385216,25.38503119,25.45608797,25.47385216
22/07/1993,25.4738551,25.29621315,25.43832671,25.29621315
23/07/1993,25.42054558,25.33172466,25.34948885,25.42054558
26/07/1993,25.61596806,25.4916187,25.4916187,25.56267548
27/07/1993,25.59819728,25.45608376,25.58043309,25.54490471
28/07/1993,25.54490405,25.4560831,25.49161148,25.49161148
29/07/1993,25.70479244,25.50938628,25.54491467,25.63373566
30/07/1993,25.63372499,25.4560831,25.63372499,25.49161148
02/08/1993,25.65149645,25.52714709,25.52714709,25.56267548
03/08/1993,25.68700845,25.49160244,25.61595172,25.58042336
04/08/1993,25.6337159,25.50936662,25.58042336,25.58042336
05/08/1993,25.5804265,25.49160557,25.5804265,25.52713394
06/08/1993,25.61596806,25.52714709,25.59820386,25.56267548
09/08/1993,25.77583733,25.58043126,25.63372383,25.70478058
10/08/1993,25.70479117,25.65149859,25.68702698,25.68702698
11/08/1993,25.75808376,25.66926278,25.66926278,25.68702698
12/08/1993,25.75808034,25.52714583,25.75808034,25.6159668
13/08/1993,25.66925536,25.63372697,25.63372697,25.65149117
16/08/1993,25.86465874,25.66925267,25.66925267,25.79360199
17/08/1993,25.8824234,25.77583827,25.77583827,25.8824234
18/08/1993,26.07784017,25.95349079,25.97125499,26.02454758
19/08/1993,26.04231177,25.98901918,26.04231177,26.02454758
20/08/1993,26.04230499,25.95348403,25.97124823,26.04230499
23/08/1993,26.0067855,25.93572871,25.93572871,25.9890213
24/08/1993,26.27321815,25.98899132,25.98899132,26.27321815
25/08/1993,26.39757018,26.23769257,26.27322093,26.29098511
26/08/1993,26.45087701,26.20217837,26.3087635,26.3087635
27/08/1993,26.29098511,26.23769257,26.23769257,26.29098511
30/08/1993,26.43310756,26.30875827,26.30875827,26.39757919
31/08/1993,26.46863365,26.34428437,26.37981273,26.46863365
01/09/1993,26.48642287,26.37983766,26.37983766,26.43313026
02/09/1993,26.48640711,26.3265294,26.45087873,26.34429359
03/09/1993,26.39759466,26.29100949,26.32653788,26.36206627
07/09/1993,26.3975861,26.14888744,26.36205772,26.18441582
08/09/1993,26.18440578,25.91794304,26.18440578,26.09558487
09/09/1993,26.16666709,25.98902509,25.98902509,26.14890289
10/09/1993,26.39758215,26.1844119,26.21994028,26.37981796
13/09/1993,26.46863593,26.39757919,26.46863593,26.39757919
14/09/1993,26.32651347,26.20216421,26.32651347,26.29098511
15/09/1993,26.37983046,26.09560333,26.18442431,26.36206627
16/09/1993,26.34429122,26.23770609,26.32652703,26.25547028
17/09/1993,26.25819158,26.16881721,26.24031671,26.20456696
20/09/1993,26.29395482,25.99008179,26.24033017,25.99008179
21/09/1993,26.06156969,25.63257266,26.02581994,25.9006958
22/09/1993,26.15094025,25.95431664,25.99006639,26.11519051
23/09/1993,26.27605549,26.15093141,26.18668115,26.25818062
24/09/1993,26.24032546,26.15095106,26.22245058,26.18670082
27/09/1993,26.47268295,26.3833086,26.3833086,26.47268295
28/09/1993,26.4905688,26.40119441,26.4905688,26.41906929
29/09/1993,26.49056865,26.29394499,26.41906914,26.32969475
30/09/1993,26.38331507,26.2224412,26.32969045,26.27606583
01/10/1993,26.43695292,26.20457944,26.2403292,26.40120316
04/10/1993,26.43692589,26.36542643,26.43692589,26.43692589
05/10/1993,26.49057757,26.31182874,26.49057757,26.40120316
06/10/1993,26.52630354,26.3833046,26.41905433,26.3833046
07/10/1993,26.41908174,26.29395754,26.41908174,26.31183243
08/10/1993,26.40118741,26.15093919,26.38331254,26.34756279
11/10/1993,26.45482781,26.40120316,26.40120316,26.40120316
12/10/1993,26.45480075,26.41905102,26.43692589,26.43692589
13/10/1993,26.45480075,26.40117616,26.45480075,26.43692589
14/10/1993,26.7765522,26.47267945,26.54417892,26.7765522
15/10/1993,26.97318028,26.83018131,26.90168079,26.91955566
18/10/1993,26.90169287,26.81231848,26.90169287,26.84806824
19/10/1993,26.8659401,26.65144157,26.81231547,26.65144157
20/10/1993,26.74081182,26.63356257,26.74081182,26.68718719
21/10/1993,26.70506621,26.61569182,26.70506621,26.65144157
22/10/1993,26.79445039,26.52632713,26.68720108,26.52632713
25/10/1993,26.63357768,26.47270372,26.54420326,26.59782791
26/10/1993,26.5978004,26.49055121,26.57992554,26.57992554
27/10/1993,26.6157028,26.54420326,26.54420326,26.59782791
28/10/1993,26.86593691,26.63356353,26.63356353,26.79443741
29/10/1993,26.81231228,26.75868766,26.77656253,26.79443741
01/11/1993,26.88380543,26.75868133,26.75868133,26.86593056
02/11/1993,26.883818,26.68719433,26.83019336,26.84806824
03/11/1993,26.83018584,26.38331399,26.83018584,26.50843811
04/11/1993,26.508431,26.20455822,26.508431,26.22243309
05/11/1993,26.34756279,26.04368995,26.15093919,26.34756279
08/11/1993,26.45480407,26.29393026,26.36542973,26.3833046
09/11/1993,26.57995199,26.38332827,26.56207711,26.40120316
10/11/1993,26.59782791,26.32970465,26.40120418,26.59782791
11/11/1993,26.6693262,26.50845225,26.59782667,26.52632713
12/11/1993,26.74081596,26.56206719,26.57994207,26.65144157
15/11/1993,26.70505011,26.56205118,26.70505011,26.63355064
16/11/1993,26.7765743,26.57995059,26.68719989,26.75869942
17/11/1993,26.77656028,26.54418692,26.77656028,26.61568642
18/11/1993,26.63355617,26.47268234,26.57993156,26.54418182
19/11/1993,26.52630837,26.43693401,26.45480888,26.49055862
22/11/1993,26.43694401,26.24032036,26.41906914,26.32969475
23/11/1993,26.49055782,26.32968399,26.47268295,26.47268295
24/11/1993,26.5978004,26.50842607,26.54417581,26.57992554
26/11/1993,26.65145256,26.57995303,26.65145256,26.59782791
29/11/1993,26.72293195,26.49055862,26.66930733,26.49055862
30/11/1993,26.63356223,26.45481349,26.47268836,26.50843811
01/12/1993,26.66930591,26.54418182,26.65143104,26.54418182
02/12/1993,26.63356129,26.54418692,26.59781154,26.61568642
03/12/1993,26.72293472,26.59781061,26.59781061,26.72293472
06/12/1993,26.84806856,26.75869416,26.75869416,26.8123188
07/12/1993,26.83018716,26.75868766,26.81231228,26.79443741
08/12/1993,26.79443741,26.75868766,26.79443741,26.79443741
09/12/1993,26.83019274,26.66931883,26.79444298,26.70506859
10/12/1993,26.72294108,26.59781694,26.72294108,26.65144157
13/12/1993,26.8123188,26.61569513,26.65144489,26.8123188
14/12/1993,26.8301849,26.61568642,26.8301849,26.61568642
15/12/1993,26.66929987,26.57992554,26.651425,26.57992554
16/12/1993,26.68720167,26.63357701,26.68720167,26.66932678
17/12/1993,26.83386942,26.70788881,26.72588604,26.81587219
20/12/1993,26.86988018,26.77989397,26.79789121,26.85188293
21/12/1993,26.81587639,26.72589022,26.81587639,26.76188469
22/12/1993,26.95987079,26.77989836,26.83389009,26.94187355
23/12/1993,26.97786372,26.88787751,26.92387199,26.92387199
27/12/1993,27.06784821,26.92387029,26.92387029,27.06784821
28/12/1993,27.13982913,27.03184572,27.04984296,27.12183189
29/12/1993,27.15782726,27.06784108,27.13983002,27.08583832
30/12/1993,27.0678476,26.92386969,27.0678476,26.9778614
31/12/1993,27.06784547,26.81588414,27.03185099,26.83388138
03/01/1994,26.86986808,26.72589022,26.83387362,26.76188469
04/01/1994,26.86987495,26.76189153,26.79788601,26.86987495
05/01/1994,26.94186923,26.79789131,26.90587475,26.92387199
06/01/1994,26.97786372,26.88787751,26.95986648,26.92387199
07/01/1994,27.10383555,26.90586597,26.97785491,27.08583832
10/01/1994,27.40979004,27.04984532,27.12183427,27.40979004
11/01/1994,27.39180274,27.26582205,27.39180274,27.35580826
12/01/1994,27.37379533,27.17582574,27.37379533,27.26581192
13/01/1994,27.2478203,27.1578341,27.19382858,27.19382858
14/01/1994,27.35580485,27.28381589,27.28381589,27.30181313
17/01/1994,27.33780761,27.24782141,27.30181313,27.30181313
18/01/1994,27.373805,27.28381879,27.33781052,27.33781052
19/01/1994,27.33780086,27.21182021,27.30180639,27.26581192
20/01/1994,27.35580776,27.28381879,27.30181603,27.33781052
21/01/1994,27.37378627,27.2658029,27.37378627,27.28380013
24/01/1994,27.39179579,27.17582893,27.26581512,27.17582893
25/01/1994,27.21182341,27.12183722,27.19382617,27.17582893
26/01/1994,27.26581141,27.13983077,27.17582524,27.24781418
27/01/1994,27.53578659,27.2658279,27.30182239,27.4997921
28/01/1994,27.66173869,27.57175255,27.607747,27.57175255
31/01/1994,27.82371558,27.64374329,27.67973775,27.76972389
01/02/1994,27.73374255,27.58976465,27.73374255,27.62575912
02/02/1994,27.80573845,27.697755,27.71575224,27.80573845
03/02/1994,27.75174704,27.58977186,27.75174704,27.67975807
04/02/1994,27.71574245,27.04984474,27.67974798,27.04984474
07/02/1994,27.24781788,26.97785932,26.97785932,27.17582893
08/02/1994,27.22982306,27.08584515,27.22982306,27.19382858
09/02/1994,27.31981037,27.17583245,27.21182693,27.30181313
10/02/1994,27.30181232,27.06784821,27.28381508,27.06784821
11/02/1994,27.22982014,26.95986158,27.08584224,27.15783119
14/02/1994,27.28381478,27.06784791,27.10384239,27.19382858
15/02/1994,27.35580776,27.21182982,27.24782431,27.33781052
16/02/1994,27.3737873,27.26580392,27.3737873,27.31979561
17/02/1994,27.46378423,27.08584224,27.44578699,27.15783119
18/02/1994,27.19384607,26.92388731,27.17584882,26.99587631
22/02/1994,27.26581192,27.06784233,27.06784233,27.26581192
23/02/1994,27.31980926,27.10384239,27.30181202,27.19382858
24/02/1994,27.10383994,26.81588414,27.10383994,26.83388138
25/02/1994,26.95985222,26.81587437,26.86986606,26.95985222
28/02/1994,27.10383007,26.95985222,27.03184114,26.95985222
01/03/1994,27.0138581,26.70790501,26.95986638,26.85188293
02/03/1994,26.88787842,26.43794739,26.50993635,26.88787842
03/03/1994,26.85186665,26.74388327,26.85186665,26.81587219
04/03/1994,26.95986738,26.72590325,26.81588945,26.88787842
07/03/1994,27.06785102,26.97786481,26.97786481,27.03185654
08/03/1994,27.04985268,26.88787751,27.04985268,26.92387199
09/03/1994,27.06784198,26.83387792,26.95985857,27.04984474
10/03/1994,27.03185099,26.74389519,27.03185099,26.83388138
11/03/1994,27.01385588,26.72590006,26.86987797,26.9778614
14/03/1994,27.08584202,26.9778586,27.08584202,27.01385307
15/03/1994,27.12185707,26.97787906,27.06786532,26.99587631
16/03/1994,27.21181297,26.94185451,27.03184066,27.21181297
17/03/1994,27.24780743,27.12182682,27.12182682,27.21181297
18/03/1994,27.24208704,27.0610765,27.07917755,27.20588493
21/03/1994,27.18777559,27.06106825,27.11537139,27.13347244
22/03/1994,27.2601881,27.07917755,27.13348072,27.20588493
23/03/1994,27.26019224,27.16968695,27.18778801,27.18778801
24/03/1994,27.13348871,26.73526539,27.07918553,26.86197281
25/03/1994,26.95246914,26.60854912,26.88006493,26.60854912
28/03/1994,26.68096416,26.40944824,26.64476204,26.64476204
29/03/1994,26.66284345,26.11981201,26.6447424,26.11981201
30/03/1994,26.21033325,25.75780678,26.13792901,25.75780678
31/03/1994,25.88451099,25.2147719,25.7578036,25.83020782
04/04/1994,25.50438435,25.10616117,25.10616117,25.43198013
05/04/1994,25.95691109,25.68539528,25.68539528,25.95691109
06/04/1994,26.01121425,25.77590055,25.99311319,25.95691109
07/04/1994,26.13792132,25.79400131,25.93880974,26.08361816
08/04/1994,26.02932616,25.75781024,26.02932616,25.88451767
11/04/1994,26.10171314,25.89355107,25.95690474,25.99310684
12/04/1994,26.06551741,25.90260793,26.02026478,25.95691109
13/04/1994,26.01120894,25.63108689,25.94785527,25.82114792
14/04/1994,25.96596575,25.72160148,25.77590465,25.83020782
15/04/1994,25.93881416,25.78495518,25.8211573,25.83020782
18/04/1994,25.92976284,25.57679224,25.85735861,25.65824699
19/04/1994,25.79400236,25.47723391,25.63109287,25.69444656
20/04/1994,25.78495231,25.53153755,25.72159862,25.66729546
21/04/1994,26.04740968,25.6853887,25.77589394,26.01120758
22/04/1994,26.09266085,25.91165037,26.07455981,25.98405457
25/04/1994,26.27368005,25.97501266,25.97501266,26.25557899
26/04/1994,26.26462618,26.17412092,26.21937355,26.22842407
28/04/1994,26.21033017,25.95691538,26.17412806,26.03837013
29/04/1994,26.15601411,25.95690258,25.99310468,26.11981201
02/05/1994,26.48183209,26.0293059,26.11981114,26.28272057
03/05/1994,26.30083163,26.10172003,26.2917811,26.25557899
04/05/1994,26.30987912,26.11076755,26.30987912,26.21032333
05/05/1994,26.282732,26.17412567,26.23747936,26.17412567
06/05/1994,26.04742274,25.83021004,26.04742274,25.92071533
09/05/1994,25.92070974,25.64919393,25.84830553,25.69444656
10/05/1994,25.97501325,25.80305323,25.82115428,25.8935585
11/05/1994,25.90261125,25.58584277,25.86640914,25.65824699
12/05/1994,25.84831924,25.72161179,25.82116764,25.78496552
13/05/1994,25.85736977,25.65825807,25.85736977,25.78496552
16/05/1994,25.9207195,25.78496154,25.83926472,25.79401207
17/05/1994,26.17412567,25.77590246,25.81210457,26.17412567
18/05/1994,26.46374305,26.07457035,26.19222721,26.36418724
19/05/1994,26.56328706,26.3098724,26.3098724,26.49088287
20/05/1994,26.46373874,26.35513243,26.44563769,26.39133453
23/05/1994,26.37322281,26.26461654,26.36417229,26.34607124
24/05/1994,26.55424482,26.41848692,26.41848692,26.45468903
25/05/1994,26.54519494,26.26462861,26.35513388,26.52709389
26/05/1994,26.60855405,26.49089718,26.51804876,26.54520035
27/05/1994,26.57234955,26.45469269,26.49994533,26.57234955
31/05/1994,26.59046462,26.4456561,26.49090876,26.53616142
01/06/1994,26.65380669,26.39134136,26.47279611,26.65380669
02/06/1994,26.67191013,26.58140484,26.67191013,26.62665749
03/06/1994,26.87101713,26.56329919,26.64475394,26.78051186
06/06/1994,26.91627377,26.75336424,26.83481901,26.7714653
07/06/1994,26.77145639,26.66285008,26.72620376,26.73525429
08/06/1994,26.79861756,26.51805115,26.79861756,26.51805115
09/06/1994,26.66286087,26.5814061,26.63570928,26.66286087
10/06/1994,26.76241589,26.69001166,26.69001166,26.70811272
13/06/1994,26.75336854,26.66286323,26.67191376,26.74431801
14/06/1994,26.96151558,26.8257577,26.8257577,26.95246506
15/06/1994,26.97056608,26.82575767,26.96151555,26.84385872
16/06/1994,26.91626771,26.81671191,26.84386349,26.89816666
17/06/1994,26.93934544,26.71158635,26.91201435,26.7480278
20/06/1994,26.60226841,26.49294402,26.55671658,26.52027512
21/06/1994,26.50204552,26.18318282,26.50204552,26.29250717
22/06/1994,26.48381715,26.33805139,26.36538247,26.39271355
23/06/1994,26.47472159,26.20141064,26.43828013,26.2378521
24/06/1994,26.11030759,25.65478931,26.11030759,25.69123077
27/06/1994,26.13763046,25.6638916,25.79143668,26.13763046
28/06/1994,26.14675109,25.80055717,26.14675109,26.0100956
29/06/1994,26.24696876,26.01920957,26.04654068,26.09209251
30/06/1994,26.14674551,25.83699313,26.13763515,25.92809677
01/07/1994,26.05563474,25.8734275,26.05563474,25.98275185
05/07/1994,26.15584337,25.95541545,26.03740869,26.11940193
06/07/1994,26.12852721,25.92809918,26.01920283,26.08297539
07/07/1994,26.19229317,26.05563772,26.08296881,26.19229317
08/07/1994,26.22873549,26.01919713,26.0283075,26.18318367
11/07/1994,26.24696876,25.96454737,26.20141692,26.09209251
12/07/1994,26.13763133,25.95542407,26.10118988,26.12852097
13/07/1994,26.25607701,26.13764224,26.13764224,26.17408371
14/07/1994,26.51114791,26.28338891,26.30160963,26.45648575
15/07/1994,26.52028034,26.42917666,26.43828703,26.46561813
18/07/1994,26.5749248,26.46560046,26.46560046,26.51115227
19/07/1994,26.56581007,26.45648575,26.55669971,26.45648575
20/07/1994,26.47471199,26.27428403,26.47471199,26.33805656
21/07/1994,26.41093427,26.28338922,26.33805139,26.39271355
22/07/1994,26.47472157,26.38361791,26.45650084,26.43828011
25/07/1994,26.50204537,26.4200521,26.44738319,26.47471428
26/07/1994,26.48382724,26.4200547,26.46560652,26.44738579
27/07/1994,26.44738579,26.33806142,26.44738579,26.44738579
28/07/1994,26.57492567,26.4473806,26.4473806,26.50204277
29/07/1994,26.84823815,26.67514126,26.68425163,26.76624489
01/08/1994,26.91202338,26.75714714,26.78447824,26.89380264
02/08/1994,27.03956693,26.83913888,26.98490474,26.93024254
03/08/1994,26.95756704,26.87557377,26.92112559,26.93934631
04/08/1994,26.94845807,26.77536115,26.92112698,26.78447151
05/08/1994,26.72981992,26.6204955,26.64782661,26.69337845
08/08/1994,26.78446648,26.69336285,26.72069394,26.75713539
09/08/1994,26.80269051,26.65692468,26.65692468,26.80269051
10/08/1994,26.9302356,26.78446978,26.82091124,26.90290451
11/08/1994,26.95756669,26.66603505,26.83913196,26.80269051
12/08/1994,27.02134028,26.84824336,26.84824336,27.01222992
15/08/1994,27.10332295,27.00310898,27.03955042,27.00310898
16/08/1994,27.22177958,26.91202706,27.02135148,27.19444847
17/08/1994,27.24910095,27.1579973,27.23088022,27.17621803
18/08/1994,27.14890328,27.05779958,27.08513069,27.08513069
19/08/1994,27.1215357,27.00310104,27.09420462,27.06687355
22/08/1994,27.0760075,26.98490384,27.0760075,27.03956604
23/08/1994,27.32199362,27.12156553,27.158007,27.19444847
24/08/1994,27.48595047,27.21263973,27.22175008,27.48595047
25/08/1994,27.52240648,27.34019922,27.45863394,27.41308212
26/08/1994,27.85949082,27.47685557,27.47685557,27.80482864
29/08/1994,27.97791193,27.77748403,27.87769798,27.78659439
30/08/1994,27.90505272,27.74106612,27.77750759,27.85950089
31/08/1994,27.92324977,27.75015296,27.81392547,27.78659439
01/09/1994,27.71373923,27.59530445,27.69551849,27.69551849
02/09/1994,27.82305197,27.53152032,27.82305197,27.57707214
06/09/1994,27.61350891,27.47685348,27.55884674,27.58617783
07/09/1994,27.64995106,27.53151634,27.64995106,27.55884743
08/09/1994,27.73195997,27.60441481,27.61352518,27.69551849
09/09/1994,27.47686701,27.29465967,27.4222048,27.40398407
12/09/1994,27.44041233,27.2764258,27.40397088,27.32197762
13/09/1994,27.47686701,27.32199077,27.37665297,27.40398407
14/09/1994,27.46775976,27.3128835,27.3128835,27.43131828
15/09/1994,27.77750397,27.50419301,27.50419301,27.77750397
16/09/1994,27.65313537,27.47898569,27.57064342,27.57980919
19/09/1994,27.76312557,27.57981012,27.64397052,27.60730743
20/09/1994,27.48815774,27.08486366,27.46066042,27.08486366
21/09/1994,27.16735563,26.82822198,27.16735563,27.08486366
22/09/1994,27.14901937,26.99320123,27.14901937,27.02069855
23/09/1994,27.08485713,26.88321014,27.0298625,26.929039
26/09/1994,27.08486178,26.97487249,27.02986713,27.06653023
27/09/1994,27.13985261,26.98403448,27.06652643,27.04819489
28/09/1994,27.29566004,27.17650504,27.19483658,27.25899696
29/09/1994,27.25899608,27.03901763,27.25899608,27.12150955
30/09/1994,27.24068183,27.08486366,27.11236099,27.08486366
03/10/1994,27.13068782,26.97486968,27.1031905,27.02069855
04/10/1994,27.15817971,26.59906767,27.15817971,26.61739922
05/10/1994,26.62657738,26.39743299,26.57158273,26.62657738
06/10/1994,26.66323962,26.49825567,26.64490807,26.54408455
07/10/1994,26.73655325,26.51657475,26.54407206,26.66322708
10/10/1994,26.99319748,26.77321896,26.78238473,26.94736862
11/10/1994,27.42399223,27.06652709,27.06652709,27.35066605
12/10/1994,27.42399219,27.32316869,27.3873291,27.3873291
13/10/1994,27.76312377,27.45148752,27.69896336,27.47898483
14/10/1994,27.60731984,27.3873412,27.57065674,27.59815407
17/10/1994,27.60730081,27.5156431,27.57063772,27.54314041
18/10/1994,27.51564792,27.38732711,27.51564792,27.47898483
19/10/1994,27.70813093,27.36899734,27.37816312,27.60730743
20/10/1994,27.60731529,27.34150781,27.60731529,27.42399979
21/10/1994,27.38731387,27.19483275,27.3506508,27.31398773
24/10/1994,27.43316309,27.07569789,27.3231738,27.08486366
25/10/1994,27.16736994,26.98405435,26.99322013,27.11237526
26/10/1994,27.24069504,27.0848768,27.21319771,27.21319771
27/10/1994,27.37815857,27.24983777,27.31399817,27.37815857
28/10/1994,27.98309423,27.43314806,27.43314806,27.95559692
31/10/1994,27.91893869,27.84561252,27.89144137,27.85477829
01/11/1994,27.73562159,27.53397464,27.73562159,27.54314041
02/11/1994,27.70813115,27.3873291,27.46065528,27.3873291
03/11/1994,27.57981974,27.4423331,27.4789962,27.53399086
04/11/1994,27.66230735,27.1765213,27.66230735,27.1765213
07/11/1994,27.33232312,27.16733927,27.24066543,27.25899696
08/11/1994,27.56147392,27.30483233,27.35066118,27.46981621
09/11/1994,27.76312566,27.2773397,27.76312566,27.5156498
